"personefullname","total_orders","avg_orders","total_spending","last_orderdate"
"Barbara Xu","1","59.66","59.66","4185 days"
"Alyssa Lee","2","2400.11","4800.22","4452 days"
"Alyssa Lee","2","2400.11","4800.22","4452 days"
"Rohinton Wadia","1","93.90","93.90","4345 days"
"Alyssa Hall","1","59.66","59.66","4336 days"
"Chloe Smith","2","2413.92","4827.84","4445 days"
"Chloe Smith","2","2413.92","4827.84","4445 days"
"Chloe Johnson","1","38.66","38.66","4271 days"
"Barbara Zhu","25","44.50","1112.55","4150 days"
"Barbara Zhu","25","44.50","1112.55","4150 days"
"Barbara Zhu","25","44.50","1112.55","4150 days"
"Barbara Zhu","25","44.50","1112.55","4150 days"
"Barbara Zhu","25","44.50","1112.55","4150 days"
"Barbara Zhu","25","44.50","1112.55","4150 days"
"Barbara Zhu","25","44.50","1112.55","4150 days"
"Barbara Zhu","25","44.50","1112.55","4150 days"
"Barbara Zhu","25","44.50","1112.55","4150 days"
"Barbara Zhu","25","44.50","1112.55","4150 days"
"Barbara Zhu","25","44.50","1112.55","4150 days"
"Barbara Zhu","25","44.50","1112.55","4150 days"
"Barbara Zhu","25","44.50","1112.55","4150 days"
"Barbara Zhu","25","44.50","1112.55","4150 days"
"Barbara Zhu","25","44.50","1112.55","4150 days"
"Barbara Zhu","25","44.50","1112.55","4150 days"
"Barbara Zhu","25","44.50","1112.55","4150 days"
"Barbara Zhu","25","44.50","1112.55","4150 days"
"Barbara Zhu","25","44.50","1112.55","4150 days"
"Barbara Zhu","25","44.50","1112.55","4150 days"
"Barbara Zhu","25","44.50","1112.55","4150 days"
"Barbara Zhu","25","44.50","1112.55","4150 days"
"Barbara Zhu","25","44.50","1112.55","4150 days"
"Barbara Zhu","25","44.50","1112.55","4150 days"
"Barbara Zhu","25","44.50","1112.55","4150 days"
"Chloe Williams","1","59.66","59.66","4448 days"
"Barbara Gao","3","2500.78","7502.35","4259 days"
"Barbara Gao","3","2500.78","7502.35","4259 days"
"Barbara Gao","3","2500.78","7502.35","4259 days"
"Chloe Jones","1","38.66","38.66","4198 days"
"Barbara Ma","2","2426.25","4852.51","4449 days"
"Barbara Ma","2","2426.25","4852.51","4449 days"
"Chloe Brown","2","2425.85","4851.70","4443 days"
"Chloe Brown","2","2425.85","4851.70","4443 days"
"Barbara Liang","2","2458.83","4917.66","4455 days"
"Barbara Liang","2","2458.83","4917.66","4455 days"
"Damien Tang","1","38.66","38.66","4314 days"
"Marshall Raje","1","38.66","38.66","4448 days"
"Barbara He","3","2506.92","7520.76","4263 days"
"Barbara He","3","2506.92","7520.76","4263 days"
"Barbara He","3","2506.92","7520.76","4263 days"
"Chloe Miller","2","2478.74","4957.48","4440 days"
"Chloe Miller","2","2478.74","4957.48","4440 days"
"Chloe Wilson","2","2400.11","4800.22","4451 days"
"Chloe Wilson","2","2400.11","4800.22","4451 days"
"Barbara Zheng","2","2434.53","4869.06","4451 days"
"Barbara Zheng","2","2434.53","4869.06","4451 days"
"Barbara Hu","1","48.60","48.60","4310 days"
"Barbara Cai","1","38.66","38.66","4416 days"
"Barbara Zeng","5","52.42","262.10","4196 days"
"Barbara Zeng","5","52.42","262.10","4196 days"
"Barbara Zeng","5","52.42","262.10","4196 days"
"Barbara Zeng","5","52.42","262.10","4196 days"
"Barbara Zeng","5","52.42","262.10","4196 days"
"Chloe Moore","2","2419.44","4838.88","4440 days"
"Chloe Moore","2","2419.44","4838.88","4440 days"
"Chloe Taylor","2","2420.72","4841.44","4424 days"
"Chloe Taylor","2","2420.72","4841.44","4424 days"
"Chloe Anderson","1","9.93","9.93","4263 days"
"Barbara Deng","1","55.24","55.24","4147 days"
"Barbara Shen","1","9.93","9.93","4221 days"
"Barbara Xie","2","2508.56","5017.12","4423 days"
"Barbara Xie","2","2508.56","5017.12","4423 days"
"Chloe Jackson","2","2413.92","4827.84","4390 days"
"Chloe Jackson","2","2413.92","4827.84","4390 days"
"Barbara Tang","1","16.55","16.55","4367 days"
"Marshall Chavez","2","2422.20","4844.40","4379 days"
"Marshall Chavez","2","2422.20","4844.40","4379 days"
"Barbara Xu","2","3257.12","6514.24","4379 days"
"Barbara Xu","2","3257.12","6514.24","4379 days"
"Barbara Luo","2","3246.24","6492.48","4390 days"
"Barbara Luo","2","3246.24","6492.48","4390 days"
"Barbara Yuan","2","3264.31","6528.62","4352 days"
"Barbara Yuan","2","3264.31","6528.62","4352 days"
"Chloe White","1","98.32","98.32","4293 days"
"Anna Thomas","1","38.66","38.66","4158 days"
"Anna Jackson","1","55.22","55.22","4248 days"
"Barbara Kumar","1","38.66","38.66","4152 days"
"Anna White","2","2513.16","5026.31","4439 days"
"Anna White","2","2513.16","5026.31","4439 days"
"Anna Harris","2","3291.36","6582.73","4359 days"
"Anna Harris","2","3291.36","6582.73","4359 days"
"Barbara Lal","1","38.66","38.66","4396 days"
"Anna Martin","2","3277.55","6555.10","4364 days"
"Anna Martin","2","3277.55","6555.10","4364 days"
"Anna Thompson","1","38.66","38.66","4331 days"
"Barbara Sharma","3","2492.56","7477.69","4241 days"
"Barbara Sharma","3","2492.56","7477.69","4241 days"
"Barbara Sharma","3","2492.56","7477.69","4241 days"
"Anna Garcia","3","2499.55","7498.66","4233 days"
"Anna Garcia","3","2499.55","7498.66","4233 days"
"Anna Garcia","3","2499.55","7498.66","4233 days"
"Anna Martinez","2","2400.11","4800.22","4463 days"
"Anna Martinez","2","2400.11","4800.22","4463 days"
"Anna Robinson","2","3272.03","6544.06","4343 days"
"Anna Robinson","2","3272.03","6544.06","4343 days"
"Barbara Jai","2","3267.07","6534.13","4361 days"
"Barbara Jai","2","3267.07","6534.13","4361 days"
"Anna Clark","1","38.66","38.66","4175 days"
"Anna Rodriguez","3","2531.23","7593.68","4195 days"
"Anna Rodriguez","3","2531.23","7593.68","4195 days"
"Anna Rodriguez","3","2531.23","7593.68","4195 days"
"Barbara Andersen","3","2499.67","7499.02","4217 days"
"Barbara Andersen","3","2499.67","7499.02","4217 days"
"Barbara Andersen","3","2499.67","7499.02","4217 days"
"Anna Lewis","2","3244.98","6489.95","4342 days"
"Anna Lewis","2","3244.98","6489.95","4342 days"
"Marshall Chander","3","2502.87","7508.61","4200 days"
"Marshall Chander","3","2502.87","7508.61","4200 days"
"Marshall Chander","3","2502.87","7508.61","4200 days"
"Anna Lee","2","2420.72","4841.44","4408 days"
"Anna Lee","2","2420.72","4841.44","4408 days"
"Barbara Chande","2","2452.03","4904.05","4427 days"
"Barbara Chande","2","2452.03","4904.05","4427 days"
"Deb Wagner","3","1917.44","5752.31","4419 days"
"Deb Wagner","3","1917.44","5752.31","4419 days"
"Deb Wagner","3","1917.44","5752.31","4419 days"
"Anna Hall","3","1935.09","5805.28","4417 days"
"Anna Hall","3","1935.09","5805.28","4417 days"
"Anna Hall","3","1935.09","5805.28","4417 days"
"Lauren Johnson","2","3279.39","6558.78","4425 days"
"Lauren Johnson","2","3279.39","6558.78","4425 days"
"Lauren Williams","1","2618.81","2618.81","4482 days"
"Lauren Jones","16","43.84","701.50","4186 days"
"Lauren Jones","16","43.84","701.50","4186 days"
"Lauren Jones","16","43.84","701.50","4186 days"
"Lauren Jones","16","43.84","701.50","4186 days"
"Lauren Jones","16","43.84","701.50","4186 days"
"Lauren Jones","16","43.84","701.50","4186 days"
"Lauren Jones","16","43.84","701.50","4186 days"
"Lauren Jones","16","43.84","701.50","4186 days"
"Lauren Jones","16","43.84","701.50","4186 days"
"Lauren Jones","16","43.84","701.50","4186 days"
"Lauren Jones","16","43.84","701.50","4186 days"
"Lauren Jones","16","43.84","701.50","4186 days"
"Lauren Jones","16","43.84","701.50","4186 days"
"Lauren Jones","16","43.84","701.50","4186 days"
"Lauren Jones","16","43.84","701.50","4186 days"
"Lauren Jones","16","43.84","701.50","4186 days"
"Lauren Brown","2","24.62","49.25","4314 days"
"Lauren Brown","2","24.62","49.25","4314 days"
"Barbara Nara","2","68.09","136.18","4219 days"
"Barbara Nara","2","68.09","136.18","4219 days"
"Barbara Rai","2","73.90","147.79","4356 days"
"Barbara Rai","2","73.90","147.79","4356 days"
"Lauren Davis","2","3286.40","6572.81","4406 days"
"Lauren Davis","2","3286.40","6572.81","4406 days"
"Kirk Nason","2","3258.79","6517.58","4408 days"
"Kirk Nason","2","3258.79","6517.58","4408 days"
"Lauren Miller","2","3267.07","6534.14","4409 days"
"Lauren Miller","2","3267.07","6534.14","4409 days"
"Barbara Goel","2","3292.20","6584.41","4425 days"
"Barbara Goel","2","3292.20","6584.41","4425 days"
"Lauren Wilson","2","27.75","55.50","4209 days"
"Lauren Wilson","2","27.75","55.50","4209 days"
"Barbara Beck","2","3246.24","6492.48","4432 days"
"Barbara Beck","2","3246.24","6492.48","4432 days"
"Barbara Raji","2","3276.45","6552.90","4414 days"
"Barbara Raji","2","3276.45","6552.90","4414 days"
"Barbara Ashe","2","3278.13","6556.25","4405 days"
"Barbara Ashe","2","3278.13","6556.25","4405 days"
"Lauren Moore","16","48.86","781.79","4163 days"
"Lauren Moore","16","48.86","781.79","4163 days"
"Lauren Moore","16","48.86","781.79","4163 days"
"Lauren Moore","16","48.86","781.79","4163 days"
"Lauren Moore","16","48.86","781.79","4163 days"
"Lauren Moore","16","48.86","781.79","4163 days"
"Lauren Moore","16","48.86","781.79","4163 days"
"Lauren Moore","16","48.86","781.79","4163 days"
"Lauren Moore","16","48.86","781.79","4163 days"
"Lauren Moore","16","48.86","781.79","4163 days"
"Lauren Moore","16","48.86","781.79","4163 days"
"Lauren Moore","16","48.86","781.79","4163 days"
"Lauren Moore","16","48.86","781.79","4163 days"
"Lauren Moore","16","48.86","781.79","4163 days"
"Lauren Moore","16","48.86","781.79","4163 days"
"Lauren Moore","16","48.86","781.79","4163 days"
"Lauren Taylor","16","69.21","1107.31","4154 days"
"Lauren Taylor","16","69.21","1107.31","4154 days"
"Lauren Taylor","16","69.21","1107.31","4154 days"
"Lauren Taylor","16","69.21","1107.31","4154 days"
"Lauren Taylor","16","69.21","1107.31","4154 days"
"Lauren Taylor","16","69.21","1107.31","4154 days"
"Lauren Taylor","16","69.21","1107.31","4154 days"
"Lauren Taylor","16","69.21","1107.31","4154 days"
"Lauren Taylor","16","69.21","1107.31","4154 days"
"Lauren Taylor","16","69.21","1107.31","4154 days"
"Lauren Taylor","16","69.21","1107.31","4154 days"
"Lauren Taylor","16","69.21","1107.31","4154 days"
"Lauren Taylor","16","69.21","1107.31","4154 days"
"Lauren Taylor","16","69.21","1107.31","4154 days"
"Lauren Taylor","16","69.21","1107.31","4154 days"
"Lauren Taylor","16","69.21","1107.31","4154 days"
"Marshall Nara","2","42.69","85.38","4143 days"
"Marshall Nara","2","42.69","85.38","4143 days"
"Pedro Suri","2","21.87","43.74","4406 days"
"Pedro Suri","2","21.87","43.74","4406 days"
"Lauren Anderson","2","23.36","46.72","4258 days"
"Lauren Anderson","2","23.36","46.72","4258 days"
"Pedro Kapoor","2","42.69","85.38","4139 days"
"Pedro Kapoor","2","42.69","85.38","4139 days"
"Lauren Thomas","2","21.87","43.74","4476 days"
"Lauren Thomas","2","21.87","43.74","4476 days"
"Pedro Chapman","2","42.69","85.38","4230 days"
"Pedro Chapman","2","42.69","85.38","4230 days"
"Lauren Jackson","2","70.31","140.62","4149 days"
"Lauren Jackson","2","70.31","140.62","4149 days"
"Pedro Patel","5","90.42","452.08","4159 days"
"Pedro Patel","5","90.42","452.08","4159 days"
"Pedro Patel","5","90.42","452.08","4159 days"
"Pedro Patel","5","90.42","452.08","4159 days"
"Pedro Patel","5","90.42","452.08","4159 days"
"Pedro Vance","5","67.01","335.04","4292 days"
"Pedro Vance","5","67.01","335.04","4292 days"
"Pedro Vance","5","67.01","335.04","4292 days"
"Pedro Vance","5","67.01","335.04","4292 days"
"Pedro Vance","5","67.01","335.04","4292 days"
"Pedro Malhotra","5","106.49","532.47","4133 days"
"Pedro Malhotra","5","106.49","532.47","4133 days"
"Pedro Malhotra","5","106.49","532.47","4133 days"
"Pedro Malhotra","5","106.49","532.47","4133 days"
"Pedro Malhotra","5","106.49","532.47","4133 days"
"Lauren White","2","55.37","110.74","4337 days"
"Lauren White","2","55.37","110.74","4337 days"
"Pedro Sai","2","23.36","46.72","4152 days"
"Pedro Sai","2","23.36","46.72","4152 days"
"Lauren Harris","2","84.79","169.57","4154 days"
"Lauren Harris","2","84.79","169.57","4154 days"
"Pedro Arun","2","62.70","125.40","4316 days"
"Pedro Arun","2","62.70","125.40","4316 days"
"Pedro Madan","1","2614.36","2614.36","4476 days"
"Lauren Thompson","2","49.17","98.33","4277 days"
"Lauren Thompson","2","49.17","98.33","4277 days"
"Marshall Rai","2","50.43","100.86","4409 days"
"Marshall Rai","2","50.43","100.86","4409 days"
"Lauren Garcia","2","71.26","142.51","4171 days"
"Lauren Garcia","2","71.26","142.51","4171 days"
"Pedro Prasad","5","50.04","250.21","4231 days"
"Pedro Prasad","5","50.04","250.21","4231 days"
"Pedro Prasad","5","50.04","250.21","4231 days"
"Pedro Prasad","5","50.04","250.21","4231 days"
"Pedro Prasad","5","50.04","250.21","4231 days"
"Lauren Martinez","5","68.72","343.58","4170 days"
"Lauren Martinez","5","68.72","343.58","4170 days"
"Lauren Martinez","5","68.72","343.58","4170 days"
"Lauren Martinez","5","68.72","343.58","4170 days"
"Lauren Martinez","5","68.72","343.58","4170 days"
"Pedro Sara","2","98.88","197.75","4237 days"
"Pedro Sara","2","98.88","197.75","4237 days"
"Pedro Rana","2","3290.26","6580.53","4408 days"
"Pedro Rana","2","3290.26","6580.53","4408 days"
"Lauren Robinson","2","27.75","55.50","4186 days"
"Lauren Robinson","2","27.75","55.50","4186 days"
"Pedro Raman","2","42.69","85.38","4145 days"
"Pedro Raman","2","42.69","85.38","4145 days"
"Lauren Clark","2","98.88","197.75","4129 days"
"Lauren Clark","2","98.88","197.75","4129 days"
"Pedro Subram","2","61.86","123.72","4317 days"
"Pedro Subram","2","61.86","123.72","4317 days"
"Lauren Rodriguez","5","51.94","259.69","4151 days"
"Lauren Rodriguez","5","51.94","259.69","4151 days"
"Lauren Rodriguez","5","51.94","259.69","4151 days"
"Lauren Rodriguez","5","51.94","259.69","4151 days"
"Lauren Rodriguez","5","51.94","259.69","4151 days"
"Pedro Mehta","5","71.76","358.82","4294 days"
"Pedro Mehta","5","71.76","358.82","4294 days"
"Pedro Mehta","5","71.76","358.82","4294 days"
"Pedro Mehta","5","71.76","358.82","4294 days"
"Pedro Mehta","5","71.76","358.82","4294 days"
"Lauren Lewis","5","63.58","317.91","4174 days"
"Lauren Lewis","5","63.58","317.91","4174 days"
"Lauren Lewis","5","63.58","317.91","4174 days"
"Lauren Lewis","5","63.58","317.91","4174 days"
"Lauren Lewis","5","63.58","317.91","4174 days"
"Lauren Lee","2","55.40","110.80","4335 days"
"Lauren Lee","2","55.40","110.80","4335 days"
"Lauren Walker","2","3286.40","6572.81","4476 days"
"Lauren Walker","2","3286.40","6572.81","4476 days"
"Lauren Hall","2","3286.40","6572.81","4470 days"
"Lauren Hall","2","3286.40","6572.81","4470 days"
"Megan Smith","2","3276.45","6552.90","4477 days"
"Megan Smith","2","3276.45","6552.90","4477 days"
"Megan Johnson","2","3286.40","6572.81","4484 days"
"Megan Johnson","2","3286.40","6572.81","4484 days"
"Pedro Fernandez","2","50.43","100.86","4169 days"
"Pedro Fernandez","2","50.43","100.86","4169 days"
"Pedro Lopez","2","71.26","142.51","4153 days"
"Pedro Lopez","2","71.26","142.51","4153 days"
"Megan Williams","2","62.55","125.10","4291 days"
"Megan Williams","2","62.55","125.10","4291 days"
"Pedro Martinez","2","55.40","110.80","4261 days"
"Pedro Martinez","2","55.40","110.80","4261 days"
"Megan Jones","2","3298.55","6597.10","4424 days"
"Megan Jones","2","3298.55","6597.10","4424 days"
"Pedro Gonzalez","2","62.70","125.40","4261 days"
"Pedro Gonzalez","2","62.70","125.40","4261 days"
"Megan Brown","2","106.05","212.10","4460 days"
"Megan Brown","2","106.05","212.10","4460 days"
"Megan Davis","2","53.19","106.38","4292 days"
"Megan Davis","2","53.19","106.38","4292 days"
"Megan Miller","2","3258.79","6517.58","4482 days"
"Megan Miller","2","3258.79","6517.58","4482 days"
"Pedro Rodriguez","2","50.43","100.86","4179 days"
"Pedro Rodriguez","2","50.43","100.86","4179 days"
"Megan Wilson","5","65.90","329.52","4188 days"
"Megan Wilson","5","65.90","329.52","4188 days"
"Megan Wilson","5","65.90","329.52","4188 days"
"Megan Wilson","5","65.90","329.52","4188 days"
"Megan Wilson","5","65.90","329.52","4188 days"
"Megan Moore","2","3260.05","6520.11","4486 days"
"Megan Moore","2","3260.05","6520.11","4486 days"
"Megan Taylor","2","80.64","161.29","4189 days"
"Megan Taylor","2","80.64","161.29","4189 days"
"Pedro Martin","2","51.92","103.85","4138 days"
"Pedro Martin","2","51.92","103.85","4138 days"
"Megan Anderson","2","76.22","152.45","4193 days"
"Megan Anderson","2","76.22","152.45","4193 days"
"Pedro Gomez","2","139.77","279.54","4179 days"
"Pedro Gomez","2","139.77","279.54","4179 days"
"Megan Thomas","2","3258.22","6516.44","4484 days"
"Megan Thomas","2","3258.22","6516.44","4484 days"
"Megan Jackson","2","51.92","103.85","4176 days"
"Megan Jackson","2","51.92","103.85","4176 days"
"Pedro Ruiz","2","61.28","122.57","4175 days"
"Pedro Ruiz","2","61.28","122.57","4175 days"
"Megan Harris","2","71.26","142.51","4408 days"
"Megan Harris","2","71.26","142.51","4408 days"
"Pedro Diaz","2","54.13","108.27","4350 days"
"Pedro Diaz","2","54.13","108.27","4350 days"
"Megan Martin","2","3296.89","6593.79","4477 days"
"Megan Martin","2","3296.89","6593.79","4477 days"
"Pedro Hernandez","2","49.17","98.33","4277 days"
"Pedro Hernandez","2","49.17","98.33","4277 days"
"Marshall Goel","2","3262.09","6524.17","4406 days"
"Marshall Goel","2","3262.09","6524.17","4406 days"
"Pedro Alvarez","2","66.28","132.56","4383 days"
"Pedro Alvarez","2","66.28","132.56","4383 days"
"Megan Thompson","2","51.92","103.85","4139 days"
"Megan Thompson","2","51.92","103.85","4139 days"
"Pedro Jimenez","1","2535.96","2535.96","4494 days"
"Megan Garcia","2","71.26","142.51","4251 days"
"Megan Garcia","2","71.26","142.51","4251 days"
"Pedro Moreno","2","71.26","142.51","4291 days"
"Pedro Moreno","2","71.26","142.51","4291 days"
"Pedro Muñoz","2","3244.98","6489.95","4403 days"
"Pedro Muñoz","2","3244.98","6489.95","4403 days"
"Megan Martinez","2","84.51","169.02","4245 days"
"Megan Martinez","2","84.51","169.02","4245 days"
"Megan Robinson","5","56.56","282.81","4143 days"
"Megan Robinson","5","56.56","282.81","4143 days"
"Megan Robinson","5","56.56","282.81","4143 days"
